"issue_key","storypoints","issuetype","time_in_status"
"USERGRID-1268",8.0,"Story",0.02
"USERGRID-1256",1.0,"Story",183.09167
"USERGRID-1211",3.0,"Story",0.23444
"USERGRID-1210",3.0,"Story",25.14528
"USERGRID-1191",3.0,"Story",841.13667
"USERGRID-1187",2.0,"Story",20.48583
"USERGRID-1182",2.0,"Story",20.04917
"USERGRID-1124",1.0,"Bug",1.11694
"USERGRID-1119",3.0,"Story",123.85472
"USERGRID-1118",3.0,"Story",3892.72722
"USERGRID-1115",5.0,"Story",77.25056
"USERGRID-1113",2.0,"Story",157.23306
"USERGRID-1106",3.0,"Story",77.39528
"USERGRID-1100",1.0,"Story",135.1075
"USERGRID-1091",1.0,"Story",115.97333
"USERGRID-1079",5.0,"Story",47.87667
"USERGRID-1076",5.0,"Story",242.255
"USERGRID-1075",5.0,"Story",25.07889
"USERGRID-1073",1.0,"Story",151.08333
"USERGRID-1069",1.0,"Story",19.0075
"USERGRID-1068",2.0,"Story",120.42861
"USERGRID-1052",5.0,"Bug",126.31306
"USERGRID-1051",1.0,"Story",145.80833
"USERGRID-1048",3.0,"Story",178.24944
"USERGRID-1038",3.0,"Story",700.78889
"USERGRID-1031",2.0,"Story",1004.22667
"USERGRID-1029",3.0,"Bug",4.29083
"USERGRID-1023",3.0,"Story",0.00194
"USERGRID-1022",1.0,"Story",0.00167
"USERGRID-1018",3.0,"Story",215.71833
"USERGRID-1016",3.0,"Story",15.78361
"USERGRID-1015",3.0,"Story",121.51528
"USERGRID-1007",5.0,"Story",906.84
"USERGRID-1000",3.0,"Story",23.55222
"USERGRID-993",3.0,"Story",22.87778
"USERGRID-992",5.0,"Story",71.52278
"USERGRID-991",5.0,"Story",2.07667
"USERGRID-950",1.0,"Story",0.00139
"USERGRID-941",5.0,"Story",0.03917
"USERGRID-938",3.0,"Story",0.02333
"USERGRID-937",1.0,"Story",2.35222
"USERGRID-933",3.0,"Story",191.37333
"USERGRID-929",1.0,"Story",4.2375
"USERGRID-921",3.0,"Story",121.15028
"USERGRID-914",2.0,"Story",570.84722
"USERGRID-909",5.0,"Story",484.585
"USERGRID-908",1.0,"Story",1.26972
"USERGRID-907",3.0,"Bug",24.02583
"USERGRID-898",3.0,"Story",45.4425
"USERGRID-890",3.0,"Story",122.47028
"USERGRID-889",3.0,"Story",122.47806
"USERGRID-882",3.0,"Story",68.29861
"USERGRID-880",5.0,"Story",22.42528
"USERGRID-878",3.0,"Story",94.28028
"USERGRID-877",3.0,"Story",125.24917
"USERGRID-872",3.0,"Bug",4011.94361
"USERGRID-869",5.0,"Story",171.20556
"USERGRID-862",1.0,"Story",0.20833
"USERGRID-860",3.0,"Story",22.29528
"USERGRID-858",2.0,"Bug",20.65694
"USERGRID-854",2.0,"Story",0.01833
"USERGRID-851",3.0,"Story",151.37306
"USERGRID-831",3.0,"Story",93.60639
"USERGRID-785",3.0,"Bug",1361.64361
"USERGRID-780",1.0,"Story",0.00167
"USERGRID-779",1.0,"Story",132.28639
"USERGRID-772",8.0,"Story",814.28556
"USERGRID-771",3.0,"Story",46.23028
"USERGRID-767",3.0,"Bug",69.51
"USERGRID-766",5.0,"Story",0.02917
"USERGRID-760",2.0,"Story",71.10028
"USERGRID-757",2.0,"Bug",0.96778
"USERGRID-755",3.0,"Bug",148.295
"USERGRID-752",3.0,"Story",1198.19056
"USERGRID-751",3.0,"Story",0.00306
"USERGRID-748",1.0,"Bug",168.5525
"USERGRID-746",3.0,"Story",138.31306
"USERGRID-745",1.0,"Bug",1.13861
"USERGRID-744",2.0,"Bug",30.06778
"USERGRID-740",5.0,"Bug",118.7
"USERGRID-739",3.0,"Story",112.50306
"USERGRID-724",1.0,"Story",1.35083
"USERGRID-720",2.0,"Story",173.4675
"USERGRID-719",3.0,"Bug",27.55083
"USERGRID-716",3.0,"Story",0.01278
"USERGRID-715",1.0,"Story",95.9675
"USERGRID-714",2.0,"Story",27.25972
"USERGRID-713",2.0,"Story",28.13222
"USERGRID-709",2.0,"Story",0.00639
"USERGRID-708",1.0,"Story",113.88139
"USERGRID-706",5.0,"Story",0.00222
"USERGRID-704",1.0,"Bug",192.71389
"USERGRID-703",2.0,"Bug",4.12611
"USERGRID-699",2.0,"Bug",6.66861
"USERGRID-698",2.0,"Bug",41.85889
"USERGRID-695",2.0,"Bug",2.96833
"USERGRID-693",2.0,"Bug",2.53694
"USERGRID-692",2.0,"Bug",0.31417
"USERGRID-689",2.0,"Bug",72.99361
"USERGRID-688",5.0,"Story",126.15667
"USERGRID-686",2.0,"Bug",2.33222
"USERGRID-685",3.0,"Bug",118.71833
"USERGRID-680",1.0,"Story",0.22556
"USERGRID-677",1.0,"Story",2.65861
"USERGRID-672",3.0,"Bug",25.11944
"USERGRID-671",2.0,"Bug",23.64167
"USERGRID-670",5.0,"Bug",4.8475
"USERGRID-669",1.0,"Story",158.22194
"USERGRID-652",5.0,"Story",147.92083
"USERGRID-645",3.0,"Story",2951.9075
"USERGRID-644",2.0,"Bug",13.94806
"USERGRID-643",3.0,"Story",157.49
"USERGRID-641",3.0,"Story",184.06444
"USERGRID-640",3.0,"Bug",25.48028
"USERGRID-636",2.0,"Bug",0.00167
"USERGRID-635",2.0,"Bug",0.00222
"USERGRID-632",1.0,"Bug",0.64444
"USERGRID-631",2.0,"Bug",0.00222
"USERGRID-629",2.0,"Bug",0.07139
"USERGRID-628",1.0,"Bug",96.13944
"USERGRID-623",2.0,"Bug",0.0175
"USERGRID-622",2.0,"Bug",3.585
"USERGRID-621",2.0,"Bug",5.35528
"USERGRID-614",3.0,"Story",108.73111
"USERGRID-613",1.0,"Bug",21.65194
"USERGRID-612",3.0,"Bug",0.0075
"USERGRID-609",2.0,"Story",143.71806
"USERGRID-608",2.0,"Story",738.85056
"USERGRID-607",1.0,"Story",127.98917
"USERGRID-602",2.0,"Story",27.62972
"USERGRID-601",3.0,"Story",27.62528
"USERGRID-596",1.0,"Story",0.2875
"USERGRID-593",5.0,"Story",145.2675
"USERGRID-589",3.0,"Story",237.49306
"USERGRID-588",3.0,"Story",0.00472
"USERGRID-587",1.0,"Bug",194.10056
"USERGRID-586",3.0,"Story",143.77306
"USERGRID-585",3.0,"Story",0.0025
"USERGRID-584",1.0,"Bug",30.06222
"USERGRID-582",3.0,"Bug",16.98083
"USERGRID-581",3.0,"Story",17.91111
"USERGRID-579",3.0,"Bug",523.01806
"USERGRID-578",3.0,"Bug",101.93861
"USERGRID-572",1.0,"Story",315.13889
"USERGRID-568",3.0,"Story",43.10556
"USERGRID-560",3.0,"Story",1.33472
"USERGRID-556",1.0,"Story",0.66167
"USERGRID-555",3.0,"Story",0.00278
"USERGRID-550",1.0,"Story",24.76417
"USERGRID-549",1.0,"Story",16.01583
"USERGRID-548",5.0,"Story",0.52611
"USERGRID-546",3.0,"Bug",0.00972
"USERGRID-545",3.0,"Story",139.35083
"USERGRID-543",3.0,"Story",145.94639
"USERGRID-541",5.0,"Story",129.49417
"USERGRID-539",3.0,"Bug",72.7925
"USERGRID-538",1.0,"Story",18.74389
"USERGRID-536",2.0,"Story",351.87222
"USERGRID-535",3.0,"Story",5.29528
"USERGRID-527",3.0,"Story",337.57889
"USERGRID-521",1.0,"Story",22.35611
"USERGRID-519",3.0,"Bug",22.39028
"USERGRID-518",1.0,"Bug",190.21083
"USERGRID-515",1.0,"Bug",190.19778
"USERGRID-511",3.0,"Bug",0.00417
"USERGRID-509",5.0,"Story",154.6925
"USERGRID-505",5.0,"Bug",52.15944
"USERGRID-502",2.0,"Story",1.97778
"USERGRID-501",8.0,"Story",169.13278
"USERGRID-494",1.0,"Bug",110.83167
"USERGRID-491",3.0,"Bug",476.56278
"USERGRID-490",1.0,"Story",3.74139
"USERGRID-486",5.0,"Story",23.00778
"USERGRID-479",3.0,"Story",0.00194
"USERGRID-478",3.0,"Story",81.13556
"USERGRID-466",5.0,"Bug",44.17694
"USERGRID-465",1.0,"Story",2.42972
"USERGRID-461",5.0,"Bug",25.35778
"USERGRID-454",5.0,"Story",104.15056
"USERGRID-451",3.0,"Story",13.8225
"USERGRID-448",3.0,"Bug",483.97722
"USERGRID-447",1.0,"Story",1037.55472
"USERGRID-439",3.0,"Bug",0.00139
"USERGRID-432",3.0,"Story",163.04667
"USERGRID-418",5.0,"Story",58.5475
"USERGRID-416",3.0,"Story",67.75861
"USERGRID-415",1.0,"Bug",0.00389
"USERGRID-412",5.0,"Story",27.48667
"USERGRID-409",3.0,"Story",1222.64806
"USERGRID-405",1.0,"Story",360.97167
"USERGRID-396",3.0,"Story",143.74778
"USERGRID-395",5.0,"Story",210.84917
"USERGRID-393",3.0,"Story",214.25722
"USERGRID-388",3.0,"Story",48.97917
"USERGRID-361",2.0,"Story",1094.46139
"USERGRID-360",2.0,"Story",481.80028
"USERGRID-348",3.0,"Story",23.95694
"USERGRID-347",3.0,"Bug",70.72778
"USERGRID-345",1.0,"Bug",0.155
"USERGRID-342",1.0,"Bug",49.18917
"USERGRID-340",1.0,"Bug",49.17222
"USERGRID-336",1.0,"Bug",49.16333
"USERGRID-335",2.0,"Bug",1571.57667
"USERGRID-333",3.0,"Bug",674.53056
"USERGRID-280",3.0,"Story",1255.55139
"USERGRID-273",8.0,"Story",1868.66139
"USERGRID-216",2.0,"Story",272.81389
